sender,sender_type,sender_id,timestamp,meta,,Provo_ID,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,music_genres,offensiveness,pleasantness,position_correct,preference,response,response_action,song_name,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,3_1_1_28,2021-03-07T04:20:45.582Z,,,3,,,,,,534.448000001008,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- from<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,123591.59999998519,123590.830000001,123039.754,123040.02499999478,123056.382,123606.747,,28,from
screen,html.Screen,3_1_1_29,2021-03-07T04:20:46.150Z,,,3,,,,,,552.0229999799922,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>clear ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,124159.59499997552,124158.76999998,123590.126,123591.81999997236,123606.747,124173.782,,29,clear
screen,html.Screen,3_1_1_30,2021-03-07T04:20:46.806Z,,,3,,,,,,640.8079999653855,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- that --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,124815.36999996752,124814.58999996539,124157.168,124159.82000000076,124173.782,124824.058,,30,that
screen,html.Screen,3_1_1_31,2021-03-07T04:20:47.814Z,,,3,,,,,,998.4169999935693,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- the --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,125823.25999997556,125822.47499999357,124807.566,124815.58499997482,124824.058,125850.899,,31,the
screen,html.Screen,3_1_1_32,2021-03-07T04:20:48.526Z,,,3,,,,,,683.4410000128846,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- law --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,126535.1199999568,126534.34000001289,125808.305,125823.47999996273,125850.899,126541.889,,32,law
screen,html.Screen,3_1_1_33,2021-03-07T04:20:49.222Z,,,3,,,,,,688.4259999934293,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- can ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,127231.15999996662,127230.31499999342,126525.407,126535.32999998424,126541.889,127242.399,,33,can
screen,html.Screen,3_1_1_34,2021-03-07T04:20:50.214Z,,,3,,,,,,980.656000009476,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- even -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,128223.80999999586,128223.05500000948,127225.829,127231.38999997173,127242.399,128226.451,,34,even
screen,html.Screen,3_1_1_35,2021-03-07T04:20:50.845Z,,,3,,,,,,627.544000012218,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- be -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,128854.80999998981,128853.99500001222,128209.881,128224.02999998303,128226.451,128860.181,,35,be
screen,html.Screen,3_1_1_36,2021-03-07T04:20:51.557Z,,,3,,,,,,705.7639999802777,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- credited ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,129566.66499999119,129565.94499998027,128843.596,128855.03499995684,128860.181,129577.258,,36,credited
screen,html.Screen,3_1_1_37,2021-03-07T04:20:52.133Z,,,3,,,,,,564.5569999808504,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- with - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,130142.62499997858,130141.81499998085,129560.742,129566.88999995822,129577.258,130162.423,,37,with
screen,html.Screen,3_1_1_38,2021-03-07T04:20:52.669Z,,,3,,,,,,515.31199997566,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- a --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,130678.52999997558,130677.73499997566,130127.74,130142.85000000382,130162.423,130694.716,,38,a
screen,html.Screen,3_1_1_39,2021-03-07T04:20:53.517Z,,,3,,,,,,830.939000004917,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - reduction --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,131526.42999996897,131525.65500000492,130678.065,130678.75999998068,130694.716,131528.591,,39,reduction
screen,html.Screen,3_1_1_40,2021-03-07T04:20:54.117Z,,,3,,,,,,596.9089999655553,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- in<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,132126.25999999,132125.49999996554,131512.02,131526.6549999942,131528.591,132128.989,,40,in
screen,html.Screen,3_1_1_41,2021-03-07T04:20:54.749Z,,,3,,,,,,628.3960000044317,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>crime -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,132758.0949999974,132757.38500000443,132112.397,132126.47999997716,132128.989,132762.695,,41,crime
screen,html.Screen,3_1_1_42,2021-03-07T04:20:55.349Z,,,3,,,,,,594.4999999895808,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- in ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,133357.9449999961,133357.1949999896,132746.082,132758.3100000047,132762.695,133363.13,,42,in
screen,html.Screen,3_1_1_43,2021-03-07T04:20:56.045Z,,,3,,,,,,689.949999983306,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- California. ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,134053.8499999675,134053.0799999833,133346.532,133358.16499998327,133363.13,134063.425,,43,California.
screen,html.Screen,3_1_1_44,2021-03-07T04:20:56.733Z,,,3,,,,,,677.6949999624048,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- While ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,134742.024999985,134741.1199999624,134046.963,134054.05499995686,134063.425,134747.339,,44,While
screen,html.Screen,3_1_1_45,2021-03-07T04:20:57.485Z,,,3,,,,,,745.7259999878297,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- it's ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,135493.9000000013,135493.06499998784,134730.775,134742.3499999568,134747.339,135497.871,,45,it's
screen,html.Screen,3_1_1_46,2021-03-07T04:20:58.156Z,,,3,,,,,,667.0439999720838,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- true ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,136165.63999996288,136164.9149999721,135481.309,135494.12499996834,135497.871,136181.652,,46,true
screen,html.Screen,3_1_1_47,2021-03-07T04:20:58.884Z,,,3,,,,,,711.1129999968689,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- that ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,136893.60000001034,136892.76499999687,136165.068,136165.86000000825,136181.652,136898.784,,47,that
screen,html.Screen,3_1_1_48,2021-03-07T04:20:59.468Z,,,3,,,,,,577.8909999835014,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- crime -------- --<br>---------- ---- ----- ----- ---- ------- -----------,137477.4749999633,137476.67499998352,136882.186,136893.82499997737,136898.784,137482.503,,48,crime
screen,html.Screen,3_1_1_49,2021-03-07T04:21:00.156Z,,,3,,,,,,682.0420000069134,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- declined --<br>---------- ---- ----- ----- ---- ------- -----------,138165.28999997536,138164.5450000069,137465.9,137477.7049999684,137482.503,138182.955,,49,declined
screen,html.Screen,3_1_1_50,2021-03-07T04:21:00.885Z,,,3,,,,,,710.3799999715702,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- in<br>---------- ---- ----- ----- ---- ------- -----------,138894.11499997368,138893.33499997156,138149.694,138165.50999996252,138182.955,138900.09,,50,in
screen,html.Screen,3_1_1_51,2021-03-07T04:21:01.548Z,,,3,,,,,,656.1500000053493,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>California ---- ----- ----- ---- ------- -----------,139557.03500000527,139556.24000000535,138883.512,138894.33999999892,138900.09,139567.047,,51,California
screen,html.Screen,3_1_1_52,2021-03-07T04:21:02.196Z,,,3,,,,,,637.2279999673192,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- last ----- ----- ---- ------- -----------,140205.00999997603,140204.2749999673,139550.612,139557.2599999723,139567.047,140217.535,,52,last
screen,html.Screen,3_1_1_53,2021-03-07T04:21:02.811Z,,,3,,,,,,602.4800000047835,response,,,,2,,,,,,Space,keypress(Space),,,,,"- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- year, ----- ---- ------- -----------",140820.78499998897,140820.0150000048,140201.015,140205.22000000346,140217.535,140834.687,,53,"year,"
screen,html.Screen,3_1_1_54,2021-03-07T04:21:03.331Z,,,3,,,,,,505.348000001075,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- crime ---- ------- -----------,141340.77999996953,141340.03500000108,140818.086,140821.009999956,140834.687,141351.59,,54,crime
screen,html.Screen,3_1_1_55,2021-03-07T04:21:03.876Z,,,3,,,,,,532.4000000020897,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- also ------- -----------,141884.7400000086,141883.9900000021,141335.074,141340.9999999567,141351.59,141902.064,,55,also
screen,html.Screen,3_1_1_56,2021-03-07T04:21:04.531Z,,,3,,,,,,637.7659999651369,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- dropped -----------,142540.56499997387,142539.82999996515,141885.378,141884.95999999577,141902.064,142552.45,,56,dropped
screen,html.Screen,3_1_1_57,2021-03-07T04:21:08.779Z,,,3,,,,,,4235.000000003434,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- nationwide.,146788.20499998983,146787.45000000345,142535.886,142540.79499997897,142552.45,146805.256,,57,nationwide.
Item 2,flow.Loop,3_1_1,2021-03-07T04:21:08.779Z,,,,,,,,,39791.75700000345,completion,,,,,,,,,,,,,,,,,146788.54999999749,146787.45000000345,106979.171,106980.1649999572,106995.693,146805.256,,,
Question 1,html.Screen,3_1_2,2021-03-07T04:21:16.174Z,,,,,,true,FALSE,,7377.643999956141,response,,,,,,,,,,FALSE,click #choice-2,,,,,,154183.55999997584,154182.89999995613,146789.193,146788.7149999733,146805.256,154193.355,,,
Question 2,html.Screen,3_1_3,2021-03-07T04:21:20.806Z,,,,,,true,FALSE,,4620.854999982257,response,,,,,,,,,,FALSE,click #choice-2,,,,,,158815.07000001147,158814.20999998227,154176.724,154183.68499999633,154193.355,158829.756,,,
Item 2,flow.Sequence,3_1,2021-03-07T04:21:20.806Z,,,,,,,,,58822.953999982274,completion,,,,,,,,,,,,,,,,,158815.25499996496,158814.20999998227,99974.586,99984.43499999121,99991.256,158829.756,,,
Holding screen,html.Screen,3_2_0,2021-03-07T04:21:27.810Z,,,,,,,,,7004.608000000007,timeout,,,,,,,,,,,,,,,,,165819.22499998473,165817.717,158813.174,158815.3750000056,158829.756,165834.364,,,
screen,html.Screen,3_2_1_0,2021-03-07T04:21:28.665Z,,,2,,,,,,838.6609999673092,response,,,,1,,,,,,Space,keypress(Space),,,,,Two ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,166673.81999996724,166673.0249999673,165817.717,165819.52499999898,165834.364,166684.907,,0,Two
screen,html.Screen,3_2_1_1,2021-03-07T04:21:29.200Z,,,2,,,,,,523.1379999775672,response,,,,1,,,,,,Space,keypress(Space),,,,,--- days ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,167208.8099999819,167208.04499997757,166668.404,166674.04499999247,166684.907,167218.591,,1,days
screen,html.Screen,3_2_1_2,2021-03-07T04:21:29.680Z,,,2,,,,,,469.34399999448215,response,,,,1,,,,,,Space,keypress(Space),,,,,"--- ---- later, --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------",167688.7449999922,167687.93499999447,167202.021,167209.03500000713,167218.591,167702.238,,2,"later,"
screen,html.Screen,3_2_1_3,2021-03-07T04:21:30.199Z,,,2,,,,,,505.5019999834476,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ the ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,168208.4549999563,168207.73999998346,167685.679,167688.9749999973,167702.238,168219.242,,3,the
screen,html.Screen,3_2_1_4,2021-03-07T04:21:30.767Z,,,2,,,,,,556.5430000052729,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- British ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,168776.55499998946,168775.78500000527,168202.629,168208.67500000168,168219.242,168786.271,,4,British
screen,html.Screen,3_2_1_5,2021-03-07T04:21:31.535Z,,,2,,,,,,757.3039999596658,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- astronomer ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,169544.35999999987,169543.57499995967,168769.684,168776.75999997882,168786.271,169553.435,,5,astronomer
screen,html.Screen,3_2_1_6,2021-03-07T04:21:32.095Z,,,2,,,,,,550.0799999661394,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- Richard ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,170104.3049999862,170103.51499996614,169536.918,169544.57999998704,169553.435,170120.542,,6,Richard
screen,html.Screen,3_2_1_7,2021-03-07T04:21:33.031Z,,,2,,,,,,918.9129999619036,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- Carrington<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,171040.2549999999,171039.4549999619,170103.933,170104.52499997336,170120.542,171054.498,,7,Carrington
screen,html.Screen,3_2_1_8,2021-03-07T04:21:33.583Z,,,2,,,,,,536.8119999888877,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>was --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,171592.10000000894,171591.30999998888,171037.924,171040.47999996692,171054.498,171604.813,,8,was
screen,html.Screen,3_2_1_9,2021-03-07T04:21:34.287Z,,,2,,,,,,690.397000011144,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- observing --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,172295.9849999752,172295.21000001114,171588.231,171592.32499997597,171604.813,172305.243,,9,observing
screen,html.Screen,3_2_1_10,2021-03-07T04:21:34.799Z,,,2,,,,,,501.93199996536714,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- the ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,172807.97500000335,172807.17499996535,172288.714,172296.20499996236,172305.243,172822.265,,10,the
screen,html.Screen,3_2_1_11,2021-03-07T04:21:35.367Z,,,2,,,,,,552.7299999619136,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- interesting ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,173375.75000000652,173374.99499996193,172805.693,172808.20500000846,172822.265,173389.3,,11,interesting
screen,html.Screen,3_2_1_12,2021-03-07T04:21:35.975Z,,,2,,,,,,593.7249999649939,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- sunspot ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,173983.8049999671,173983.02499996498,173372.737,173375.96500001382,173389.3,173989.756,,12,sunspot
screen,html.Screen,3_2_1_13,2021-03-07T04:21:36.494Z,,,2,,,,,,513.0639999942505,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- group ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,174503.57000000076,174502.81999999424,173973.152,173984.01499999454,173989.756,174506.702,,13,group
screen,html.Screen,3_2_1_14,2021-03-07T04:21:37.118Z,,,2,,,,,,620.077999991423,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- through ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,175127.5499999756,175126.7799999914,174490.144,174503.77999997,174506.702,175140.452,,14,through
screen,html.Screen,3_2_1_15,2021-03-07T04:21:37.718Z,,,2,,,,,,586.0679999674321,response,,,,1,,,,,,Space,keypress(Space),,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- his<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,175727.29999996955,175726.51999996742,175123.908,175127.7649999829,175140.452,175740.743,,15,his
